timestamp,pid,log_type,address,thread_id,event_id,kernel,message,raw,score
2023-03-06 12:51:55.328197+0530,0x20698c6,Default,0x0,0,0,kernel,(RTBuddy) RTBuddy(DCP): WARNING: failed to send ping.,2023-03-06 12:51:55.328197+0530 0x20698c6  Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(DCP): WARNING: failed to send ping.,0.017236875370144844
2023-03-06 12:55:58.066870+0530,0x206aac4,Error,0x0,0,0,kernel,(Quarantine) DataDetectorsSou[46396] Unable to quarantine: 1,2023-03-06 12:55:58.066870+0530 0x206aac4  Error       0x0                  0      0    kernel: (Quarantine) DataDetectorsSou[46396] Unable to quarantine: 1,0.022991793230175972
2023-03-06 12:51:06.671130+0530,0x2053a91,Default,0x0,61439,0,StocksWidget,"did fetch quotes: [""NKE"": Quote(120.94, 1.70, 187524726784.00, 120.90, -0.04, USD, .closed, .Optional(2023-03-06 14:30:00 +0000),.Optional(2023-03-06 21:00:00 +0000),.Optional(2023-03-06 14:34:31 +0000),.genericDelayed, .genericDelayed, 15.00, .Optional(2023-03-21 21:00:00 +0000),.Optional(2023-03-21 21:00:00 +0000),2023-03-06 07:21:06 +0000),GMT-0500 (fixed), ""^DJI"": Quote(33390.97, 387.37, nil, nil, nil, USD, .closed, .Optional(2023-03-06 14:30:00 +0000),.Optional(2023-03-06 21:00:00 +0000),.Optional(2023-03-06 14:40:43 +0000),.genericDelayed, .unknown, 120.00, .nil,.nil,2023-03-06 07:21:06 +0000),GMT-0500 (fixed), ""^NSEI"": Quote(17760.75, 166.40, nil, nil, nil, INR, .open, .Optional(2023-03-06 03:45:00 +0000),.Optional(2023-03-06 10:00:00 +0000),.nil,.genericRealtime, .unknown, 15.00, .nil,.nil,2023-03-06 07:21:06 +0000),GMT+0530 (fixed), ""BA"": Quote(215.11, 5.05, 128687407104.00, 215.01, -0.10, USD, .closed, .Optional(2023-03-06 14:30:00 +0000),.Optional(2023-03-06 21:00:00 +0000),.Optional(2023-03-06 14:41:01 +00<…>, id=<decode: missing data>","2023-03-06 12:51:06.671130+0530 0x2053a91  Default     0x0                  61439  0    StocksWidget: did fetch quotes: [""NKE"": Quote(120.94, 1.70, 187524726784.00, 120.90, -0.04, USD, .closed, .Optional(2023-03-06 14:30:00 +0000),.Optional(2023-03-06 21:00:00 +0000),.Optional(2023-03-06 14:34:31 +0000),.genericDelayed, .genericDelayed, 15.00, .Optional(2023-03-21 21:00:00 +0000),.Optional(2023-03-21 21:00:00 +0000),2023-03-06 07:21:06 +0000),GMT-0500 (fixed), ""^DJI"": Quote(33390.97, 387.37, nil, nil, nil, USD, .closed, .Optional(2023-03-06 14:30:00 +0000),.Optional(2023-03-06 21:00:00 +0000),.Optional(2023-03-06 14:40:43 +0000),.genericDelayed, .unknown, 120.00, .nil,.nil,2023-03-06 07:21:06 +0000),GMT-0500 (fixed), ""^NSEI"": Quote(17760.75, 166.40, nil, nil, nil, INR, .open, .Optional(2023-03-06 03:45:00 +0000),.Optional(2023-03-06 10:00:00 +0000),.nil,.genericRealtime, .unknown, 15.00, .nil,.nil,2023-03-06 07:21:06 +0000),GMT+0530 (fixed), ""BA"": Quote(215.11, 5.05, 128687407104.00, 215.01, -0.10, USD, .closed, .Optional(2023-03-06 14:30:00 +0000),.Optional(2023-03-06 21:00:00 +0000),.Optional(2023-03-06 14:41:01 +00<…>, id=<decode: missing data>",0.025302348658442497
2023-03-06 12:54:48.470931+0530,0x206a08d,Default,0x2156a8a,567,0,secd,"[com.apple.securityd:item] insert failed for item <private> with Error Domain=com.apple.utilities.sqlite3 Code=19 ""finalize: 0x160011600: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp"" UserInfo={numberOfErrorsDeep=1, NSDescription=finalize: 0x160011600: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp, NSUnderlyingError=0x15cf1abb0 {Error Domain=com.apple.utilities.sqlite3 Code=19 ""step: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp"" UserInfo={numberOfErrorsDeep=0, NSDescription=step: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp}}}","2023-03-06 12:54:48.470931+0530 0x206a08d  Default     0x2156a8a            567    0    secd: [com.apple.securityd:item] insert failed for item <private> with Error Domain=com.apple.utilities.sqlite3 Code=19 ""finalize: 0x160011600: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp"" UserInfo={numberOfErrorsDeep=1, NSDescription=finalize: 0x160011600: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp, NSUnderlyingError=0x15cf1abb0 {Error Domain=com.apple.utilities.sqlite3 Code=19 ""step: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp"" UserInfo={numberOfErrorsDeep=0, NSDescription=step: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp}}}",0.028056997805833817
2023-03-06 12:54:42.367776+0530,0x206a08d,Default,0x2150a26,567,0,secd,"[com.apple.securityd:item] insert failed for item <private> with Error Domain=com.apple.utilities.sqlite3 Code=19 ""finalize: 0x16000aee0: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp"" UserInfo={numberOfErrorsDeep=1, NSDescription=finalize: 0x16000aee0: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp, NSUnderlyingError=0x15cf25cb0 {Error Domain=com.apple.utilities.sqlite3 Code=19 ""step: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp"" UserInfo={numberOfErrorsDeep=0, NSDescription=step: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp}}}","2023-03-06 12:54:42.367776+0530 0x206a08d  Default     0x2150a26            567    0    secd: [com.apple.securityd:item] insert failed for item <private> with Error Domain=com.apple.utilities.sqlite3 Code=19 ""finalize: 0x16000aee0: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp"" UserInfo={numberOfErrorsDeep=1, NSDescription=finalize: 0x16000aee0: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp, NSUnderlyingError=0x15cf25cb0 {Error Domain=com.apple.utilities.sqlite3 Code=19 ""step: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp"" UserInfo={numberOfErrorsDeep=0, NSDescription=step: [19->2067] UNIQUE constraint failed: inet.acct, inet.sdmn, inet.srvr, inet.ptcl, inet.atyp, inet.port, inet.path, inet.agrp, inet.sync, inet.vwht, inet.tkid, inet.musr, inet.ggrp}}}",0.028911394998431206
2023-03-06 12:54:19.518649+0530,0x206a20e,Error,0x0,44243,0,com.apple.Safari.SafeBrowsing.Service,(libnwswifttls.dylib) Invalid encryption level,2023-03-06 12:54:19.518649+0530 0x206a20e  Error       0x0                  44243  0    com.apple.Safari.SafeBrowsing.Service: (libnwswifttls.dylib) Invalid encryption level,0.03524881228804588
2023-03-06 12:54:19.532396+0530,0x206a219,Error,0x0,475,0,mDNSResponder,(libnwswifttls.dylib) Invalid encryption level,2023-03-06 12:54:19.532396+0530 0x206a219  Error       0x0                  475    0    mDNSResponder: (libnwswifttls.dylib) Invalid encryption level,0.03524881228804588
2023-03-06 12:50:06.421848+0530,0x1268,Default,0x0,574,0,rapportd,"(CoreUtils) [com.apple.rapport:CLinkD] NULL.skipped.missingFlag.trustCircle: ControlCenter:560, UniversalControl:928, cloudpaird:696, cloudpaird:696, sharingd:632, cloudpaird:696, UniversalControl:928, rapportd:574, assistantd:807, homed:633, assistantd:807, cloudpaird:696, cloudpaird:696, sharingd:632, knowledge-agent:578, biomesyncd:61081, assistantd:807,  ... 3 more not shown","2023-03-06 12:50:06.421848+0530 0x1268     Default     0x0                  574    0    rapportd: (CoreUtils) [com.apple.rapport:CLinkD] NULL.skipped.missingFlag.trustCircle: ControlCenter:560, UniversalControl:928, cloudpaird:696, cloudpaird:696, sharingd:632, cloudpaird:696, UniversalControl:928, rapportd:574, assistantd:807, homed:633, assistantd:807, cloudpaird:696, cloudpaird:696, sharingd:632, knowledge-agent:578, biomesyncd:61081, assistantd:807,  ... 3 more not shown",0.043081026524305344
2023-03-06 12:52:35.513317+0530,0x1268,Default,0x0,574,0,rapportd,"(CoreUtils) [com.apple.rapport:CLinkD] NULL.skipped.missingFlag.trustCircle: ControlCenter:560, UniversalControl:928, cloudpaird:696, cloudpaird:696, sharingd:632, cloudpaird:696, UniversalControl:928, rapportd:574, assistantd:807, homed:633, assistantd:807, cloudpaird:696, cloudpaird:696, sharingd:632, knowledge-agent:578, biomesyncd:61081, assistantd:807,  ... 3 more not shown","2023-03-06 12:52:35.513317+0530 0x1268     Default     0x0                  574    0    rapportd: (CoreUtils) [com.apple.rapport:CLinkD] NULL.skipped.missingFlag.trustCircle: ControlCenter:560, UniversalControl:928, cloudpaird:696, cloudpaird:696, sharingd:632, cloudpaird:696, UniversalControl:928, rapportd:574, assistantd:807, homed:633, assistantd:807, cloudpaird:696, cloudpaird:696, sharingd:632, knowledge-agent:578, biomesyncd:61081, assistantd:807,  ... 3 more not shown",0.043081026524305344
2023-03-06 12:54:06.716850+0530,0x1268,Default,0x0,574,0,rapportd,"(CoreUtils) [com.apple.rapport:CLinkD] NULL.skipped.missingFlag.trustCircle: ControlCenter:560, UniversalControl:928, cloudpaird:696, cloudpaird:696, sharingd:632, cloudpaird:696, UniversalControl:928, rapportd:574, assistantd:807, homed:633, assistantd:807, cloudpaird:696, cloudpaird:696, sharingd:632, knowledge-agent:578, biomesyncd:61081, assistantd:807,  ... 3 more not shown","2023-03-06 12:54:06.716850+0530 0x1268     Default     0x0                  574    0    rapportd: (CoreUtils) [com.apple.rapport:CLinkD] NULL.skipped.missingFlag.trustCircle: ControlCenter:560, UniversalControl:928, cloudpaird:696, cloudpaird:696, sharingd:632, cloudpaird:696, UniversalControl:928, rapportd:574, assistantd:807, homed:633, assistantd:807, cloudpaird:696, cloudpaird:696, sharingd:632, knowledge-agent:578, biomesyncd:61081, assistantd:807,  ... 3 more not shown",0.043081026524305344
